"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","TE","Total employment","A","Annual","1985","1985","HOUR","Hours","0","Units",,,1876,,
"AUS","Australia","TE","Total employment","A","Annual","1986","1986","HOUR","Hours","0","Units",,,1877,,
"AUS","Australia","TE","Total employment","A","Annual","1987","1987","HOUR","Hours","0","Units",,,1889,,
"AUS","Australia","TE","Total employment","A","Annual","1988","1988","HOUR","Hours","0","Units",,,1885,,
"AUS","Australia","TE","Total employment","A","Annual","1989","1989","HOUR","Hours","0","Units",,,1875,,
"AUS","Australia","TE","Total employment","A","Annual","1990","1990","HOUR","Hours","0","Units",,,1853,,
"AUS","Australia","TE","Total employment","A","Annual","1991","1991","HOUR","Hours","0","Units",,,1854.03811915011,,
"AUS","Australia","TE","Total employment","A","Annual","1992","1992","HOUR","Hours","0","Units",,,1845.6043379902,,
"AUS","Australia","TE","Total employment","A","Annual","1993","1993","HOUR","Hours","0","Units",,,1855.74418600485,,
"AUS","Australia","TE","Total employment","A","Annual","1994","1994","HOUR","Hours","0","Units",,,1874.22702595268,,
"AUS","Australia","TE","Total employment","A","Annual","1995","1995","HOUR","Hours","0","Units",,,1870.3078803203,,
"AUS","Australia","TE","Total employment","A","Annual","1996","1996","HOUR","Hours","0","Units",,,1861.51681141638,,
"AUS","Australia","TE","Total employment","A","Annual","1997","1997","HOUR","Hours","0","Units",,,1860.84842865841,,
"AUS","Australia","TE","Total employment","A","Annual","1998","1998","HOUR","Hours","0","Units",,,1849.88192272734,,
"AUS","Australia","TE","Total employment","A","Annual","1999","1999","HOUR","Hours","0","Units",,,1856.07991967208,,
"AUS","Australia","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1852.16221330258,,
"AUS","Australia","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1828.68534985625,,
"AUS","Australia","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1817.95614415663,,
"AUS","Australia","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1806.50344082021,,
"AUS","Australia","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1811.39604830845,,
"AUS","Australia","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1807.90422039924,,
"AUS","Australia","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1802.43110605435,,
"AUS","Australia","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1803.09856548217,,
"AUS","Australia","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1799.05290058731,,
"AUS","Australia","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1766.65426717138,,
"AUS","Australia","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1777.57063811043,,
"AUS","Australia","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1773.8951196348,,
"AUS","Australia","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1770.77504879768,,
"AUS","Australia","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1766.00918545794,,
"AUS","Australia","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1755.13274869288,,
"AUS","Australia","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1751.30537336357,,
"AUS","Australia","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1738.71539952934,,
"AUS","Australia","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1738.4942536067,,
"AUS","Australia","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1732.53874302482,,
"AUS","Australia","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1722.31334232542,,
"AUS","Australia","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1683.11193199766,,
"AUS","Australia","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1694.12905338561,,
"AUT","Austria","DE","Dependent employment","A","Annual","1995","1995","HOUR","Hours","0","Units",,,1540,,
"AUT","Austria","DE","Dependent employment","A","Annual","1996","1996","HOUR","Hours","0","Units",,,1562,,
"AUT","Austria","DE","Dependent employment","A","Annual","1997","1997","HOUR","Hours","0","Units",,,1564,,
"AUT","Austria","DE","Dependent employment","A","Annual","1998","1998","HOUR","Hours","0","Units",,,1546,,
"AUT","Austria","DE","Dependent employment","A","Annual","1999","1999","HOUR","Hours","0","Units",,,1546,,
"AUT","Austria","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1542,,
"AUT","Austria","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1534,,
"AUT","Austria","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1530,,
"AUT","Austria","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1523,,
"AUT","Austria","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1529,,
"AUT","Austria","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1518,,
"AUT","Austria","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1505,,
"AUT","Austria","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1502,,
"AUT","Austria","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1506,,
"AUT","Austria","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1468,,
"AUT","Austria","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1468,,
"AUT","Austria","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1468,,
"AUT","Austria","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1453,,
"AUT","Austria","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1443,,
"AUT","Austria","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1438,,
"AUT","Austria","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1420,,
"AUT","Austria","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1431,,
"AUT","Austria","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1421,,
"AUT","Austria","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1421,,
"AUT","Austria","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1430.26217450533,,
"AUT","Austria","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1322.36989361291,,
"AUT","Austria","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1371.15237944832,,
"AUT","Austria","TE","Total employment","A","Annual","1995","1995","HOUR","Hours","0","Units",,,1653,,
"AUT","Austria","TE","Total employment","A","Annual","1996","1996","HOUR","Hours","0","Units",,,1683,,
"AUT","Austria","TE","Total employment","A","Annual","1997","1997","HOUR","Hours","0","Units",,,1691,,
"AUT","Austria","TE","Total employment","A","Annual","1998","1998","HOUR","Hours","0","Units",,,1671,,
"AUT","Austria","TE","Total employment","A","Annual","1999","1999","HOUR","Hours","0","Units",,,1675,,
"AUT","Austria","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1675,,
"AUT","Austria","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1663,,
"AUT","Austria","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1661,,
"AUT","Austria","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1652,,
"AUT","Austria","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1655,,
"AUT","Austria","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1632,,
"AUT","Austria","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1617,,
"AUT","Austria","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1606,,
"AUT","Austria","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1599,,
"AUT","Austria","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1558,,
"AUT","Austria","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1552,,
"AUT","Austria","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1557,,
"AUT","Austria","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1535,,
"AUT","Austria","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1520,,
"AUT","Austria","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1510,,
"AUT","Austria","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1495,,
"AUT","Austria","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1507,,
"AUT","Austria","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1498,,
"AUT","Austria","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1502,,
"AUT","Austria","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1508.64347667649,,
"AUT","Austria","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1400.69358244345,,
"AUT","Austria","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1442.45375748537,,
"BEL","Belgium","DE","Dependent employment","A","Annual","1995","1995","HOUR","Hours","0","Units",,,1447,,
"BEL","Belgium","DE","Dependent employment","A","Annual","1996","1996","HOUR","Hours","0","Units",,,1442,,
"BEL","Belgium","DE","Dependent employment","A","Annual","1997","1997","HOUR","Hours","0","Units",,,1449,,
"BEL","Belgium","DE","Dependent employment","A","Annual","1998","1998","HOUR","Hours","0","Units",,,1444,,
"BEL","Belgium","DE","Dependent employment","A","Annual","1999","1999","HOUR","Hours","0","Units",,,1447,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1459,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1454,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1460,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1469,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1464,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1455,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1463,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1465,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1456,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1429,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1432,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1443,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1440,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1436,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1434,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1431,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1435,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1441,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1445,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1443,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1353,,
"BEL","Belgium","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1400,,
"BEL","Belgium","TE","Total employment","A","Annual","1970","1970","HOUR","Hours","0","Units",,,1883.2,,
"BEL","Belgium","TE","Total employment","A","Annual","1971","1971","HOUR","Hours","0","Units",,,1873.4,,
"BEL","Belgium","TE","Total employment","A","Annual","1972","1972","HOUR","Hours","0","Units",,,1847.5,,
"BEL","Belgium","TE","Total employment","A","Annual","1973","1973","HOUR","Hours","0","Units",,,1820.1,,
"BEL","Belgium","TE","Total employment","A","Annual","1974","1974","HOUR","Hours","0","Units",,,1791.9,,
"BEL","Belgium","TE","Total employment","A","Annual","1975","1975","HOUR","Hours","0","Units",,,1782.7,,
"BEL","Belgium","TE","Total employment","A","Annual","1976","1976","HOUR","Hours","0","Units",,,1785.5,,
"BEL","Belgium","TE","Total employment","A","Annual","1977","1977","HOUR","Hours","0","Units",,,1759.8,,
"BEL","Belgium","TE","Total employment","A","Annual","1978","1978","HOUR","Hours","0","Units",,,1743,,
"BEL","Belgium","TE","Total employment","A","Annual","1979","1979","HOUR","Hours","0","Units",,,1726.6,,
"BEL","Belgium","TE","Total employment","A","Annual","1980","1980","HOUR","Hours","0","Units",,,1706.5,,
"BEL","Belgium","TE","Total employment","A","Annual","1981","1981","HOUR","Hours","0","Units",,,1683.4,,
"BEL","Belgium","TE","Total employment","A","Annual","1982","1982","HOUR","Hours","0","Units",,,1669,,
"BEL","Belgium","TE","Total employment","A","Annual","1983","1983","HOUR","Hours","0","Units",,,1674.9,,
"BEL","Belgium","TE","Total employment","A","Annual","1984","1984","HOUR","Hours","0","Units",,,1699,,
"BEL","Belgium","TE","Total employment","A","Annual","1985","1985","HOUR","Hours","0","Units",,,1705,,
"BEL","Belgium","TE","Total employment","A","Annual","1986","1986","HOUR","Hours","0","Units",,,1685,,
"BEL","Belgium","TE","Total employment","A","Annual","1987","1987","HOUR","Hours","0","Units",,,1669.9,,
"BEL","Belgium","TE","Total employment","A","Annual","1988","1988","HOUR","Hours","0","Units",,,1657.9,,
"BEL","Belgium","TE","Total employment","A","Annual","1989","1989","HOUR","Hours","0","Units",,,1648.9,,
"BEL","Belgium","TE","Total employment","A","Annual","1990","1990","HOUR","Hours","0","Units",,,1662.9,,
"BEL","Belgium","TE","Total employment","A","Annual","1991","1991","HOUR","Hours","0","Units",,,1625.8,,
"BEL","Belgium","TE","Total employment","A","Annual","1992","1992","HOUR","Hours","0","Units",,,1602.7,,
"BEL","Belgium","TE","Total employment","A","Annual","1993","1993","HOUR","Hours","0","Units",,,1558.6,,
"BEL","Belgium","TE","Total employment","A","Annual","1994","1994","HOUR","Hours","0","Units",,,1558.6,,
"BEL","Belgium","TE","Total employment","A","Annual","1995","1995","HOUR","Hours","0","Units",,,1578,,
"BEL","Belgium","TE","Total employment","A","Annual","1996","1996","HOUR","Hours","0","Units",,,1575,,
"BEL","Belgium","TE","Total employment","A","Annual","1997","1997","HOUR","Hours","0","Units",,,1582,,
"BEL","Belgium","TE","Total employment","A","Annual","1998","1998","HOUR","Hours","0","Units",,,1574,,
"BEL","Belgium","TE","Total employment","A","Annual","1999","1999","HOUR","Hours","0","Units",,,1575,,
"BEL","Belgium","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1589,,
"BEL","Belgium","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1581,,
"BEL","Belgium","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1594,,
"BEL","Belgium","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1598,,
"BEL","Belgium","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1588,,
"BEL","Belgium","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1578,,
"BEL","Belgium","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1592,,
"BEL","Belgium","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1594,,
"BEL","Belgium","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1582,,
"BEL","Belgium","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1563,,
"BEL","Belgium","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1574,,
"BEL","Belgium","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1590,,
"BEL","Belgium","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1587,,
"BEL","Belgium","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1586,,
"BEL","Belgium","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1582,,
"BEL","Belgium","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1575,,
"BEL","Belgium","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1574,,
"BEL","Belgium","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1578,,
"BEL","Belgium","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1580,,
"BEL","Belgium","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1577,,
"BEL","Belgium","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1443,,
"BEL","Belgium","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1493.12638580931,,
"CAN","Canada","DE","Dependent employment","A","Annual","1961","1961","HOUR","Hours","0","Units",,,1976,,
"CAN","Canada","DE","Dependent employment","A","Annual","1962","1962","HOUR","Hours","0","Units",,,1982,,
"CAN","Canada","DE","Dependent employment","A","Annual","1963","1963","HOUR","Hours","0","Units",,,1968,,
"CAN","Canada","DE","Dependent employment","A","Annual","1964","1964","HOUR","Hours","0","Units",,,1966,,
"CAN","Canada","DE","Dependent employment","A","Annual","1965","1965","HOUR","Hours","0","Units",,,1958,,
"CAN","Canada","DE","Dependent employment","A","Annual","1966","1966","HOUR","Hours","0","Units",,,1942,,
"CAN","Canada","DE","Dependent employment","A","Annual","1967","1967","HOUR","Hours","0","Units",,,1936,,
"CAN","Canada","DE","Dependent employment","A","Annual","1968","1968","HOUR","Hours","0","Units",,,1906,,
"CAN","Canada","DE","Dependent employment","A","Annual","1969","1969","HOUR","Hours","0","Units",,,1891,,
"CAN","Canada","DE","Dependent employment","A","Annual","1970","1970","HOUR","Hours","0","Units",,,1877,,
"CAN","Canada","DE","Dependent employment","A","Annual","1971","1971","HOUR","Hours","0","Units",,,1863,,
"CAN","Canada","DE","Dependent employment","A","Annual","1972","1972","HOUR","Hours","0","Units",,,1860,,
"CAN","Canada","DE","Dependent employment","A","Annual","1973","1973","HOUR","Hours","0","Units",,,1858,,
"CAN","Canada","DE","Dependent employment","A","Annual","1974","1974","HOUR","Hours","0","Units",,,1848,,
"CAN","Canada","DE","Dependent employment","A","Annual","1975","1975","HOUR","Hours","0","Units",,,1830,,
"CAN","Canada","DE","Dependent employment","A","Annual","1976","1976","HOUR","Hours","0","Units",,,1818,,
"CAN","Canada","DE","Dependent employment","A","Annual","1977","1977","HOUR","Hours","0","Units",,,1799,,
"CAN","Canada","DE","Dependent employment","A","Annual","1978","1978","HOUR","Hours","0","Units",,,1803,,
"CAN","Canada","DE","Dependent employment","A","Annual","1979","1979","HOUR","Hours","0","Units",,,1812,,
"CAN","Canada","DE","Dependent employment","A","Annual","1980","1980","HOUR","Hours","0","Units",,,1808,,
"CAN","Canada","DE","Dependent employment","A","Annual","1981","1981","HOUR","Hours","0","Units",,,1793,,
"CAN","Canada","DE","Dependent employment","A","Annual","1982","1982","HOUR","Hours","0","Units",,,1769,,
"CAN","Canada","DE","Dependent employment","A","Annual","1983","1983","HOUR","Hours","0","Units",,,1761,,
"CAN","Canada","DE","Dependent employment","A","Annual","1984","1984","HOUR","Hours","0","Units",,,1773,,
"CAN","Canada","DE","Dependent employment","A","Annual","1985","1985","HOUR","Hours","0","Units",,,1778,,
"CAN","Canada","DE","Dependent employment","A","Annual","1986","1986","HOUR","Hours","0","Units",,,1783,,
"CAN","Canada","DE","Dependent employment","A","Annual","1987","1987","HOUR","Hours","0","Units",,,1794,,
"CAN","Canada","DE","Dependent employment","A","Annual","1988","1988","HOUR","Hours","0","Units",,,1794,,
"CAN","Canada","DE","Dependent employment","A","Annual","1989","1989","HOUR","Hours","0","Units",,,1788,,
"CAN","Canada","DE","Dependent employment","A","Annual","1990","1990","HOUR","Hours","0","Units",,,1781.61415919506,,
"CAN","Canada","DE","Dependent employment","A","Annual","1991","1991","HOUR","Hours","0","Units",,,1759.78906331033,,
"CAN","Canada","DE","Dependent employment","A","Annual","1992","1992","HOUR","Hours","0","Units",,,1759.82789148818,,
"CAN","Canada","DE","Dependent employment","A","Annual","1993","1993","HOUR","Hours","0","Units",,,1759.51583796498,,
"CAN","Canada","DE","Dependent employment","A","Annual","1994","1994","HOUR","Hours","0","Units",,,1767.94459475644,,
"CAN","Canada","DE","Dependent employment","A","Annual","1995","1995","HOUR","Hours","0","Units",,,1768.08641130766,,
"CAN","Canada","DE","Dependent employment","A","Annual","1996","1996","HOUR","Hours","0","Units",,,1782.87167077427,,
"CAN","Canada","DE","Dependent employment","A","Annual","1997","1997","HOUR","Hours","0","Units",,,1795.046349638,,
"CAN","Canada","DE","Dependent employment","A","Annual","1998","1998","HOUR","Hours","0","Units",,,1788.37609828332,,
"CAN","Canada","DE","Dependent employment","A","Annual","1999","1999","HOUR","Hours","0","Units",,,1788.25729991489,,
"CAN","Canada","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1779.4583262373,,
"CAN","Canada","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1765.19317404546,,
"CAN","Canada","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1752.22840003396,,
"CAN","Canada","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1741.33592237889,,
"CAN","Canada","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1748.91604170728,,
"CAN","Canada","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1743.34170837338,,
"CAN","Canada","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1743.15021961138,,
"CAN","Canada","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1742.51697739057,,
"CAN","Canada","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1742.73407629916,,
"CAN","Canada","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1714.70556864792,,
"CAN","Canada","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1720.14447933294,,
"CAN","Canada","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1720.05940859447,,
"CAN","Canada","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1728.80843081826,,
"CAN","Canada","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1722.36873050738,,
"CAN","Canada","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1719.76778008075,,
"CAN","Canada","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1720.11239137934,,
"CAN","Canada","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1716.96150093521,,
"CAN","Canada","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1706.9646258607,,
"CAN","Canada","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1722.78280565142,,
"CAN","Canada","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1704.61550865485,,
"CAN","Canada","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1672.92677294819,,
"CAN","Canada","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1705.58886129682,,
"CAN","Canada","TE","Total employment","A","Annual","1961","1961","HOUR","Hours","0","Units",,,2059,,
"CAN","Canada","TE","Total employment","A","Annual","1962","1962","HOUR","Hours","0","Units",,,2058,,
"CAN","Canada","TE","Total employment","A","Annual","1963","1963","HOUR","Hours","0","Units",,,2041,,
"CAN","Canada","TE","Total employment","A","Annual","1964","1964","HOUR","Hours","0","Units",,,2033,,
"CAN","Canada","TE","Total employment","A","Annual","1965","1965","HOUR","Hours","0","Units",,,2016,,
"CAN","Canada","TE","Total employment","A","Annual","1966","1966","HOUR","Hours","0","Units",,,2001,,
"CAN","Canada","TE","Total employment","A","Annual","1967","1967","HOUR","Hours","0","Units",,,1993,,
"CAN","Canada","TE","Total employment","A","Annual","1968","1968","HOUR","Hours","0","Units",,,1958,,
"CAN","Canada","TE","Total employment","A","Annual","1969","1969","HOUR","Hours","0","Units",,,1943,,
"CAN","Canada","TE","Total employment","A","Annual","1970","1970","HOUR","Hours","0","Units",,,1925,,
"CAN","Canada","TE","Total employment","A","Annual","1971","1971","HOUR","Hours","0","Units",,,1912,,
"CAN","Canada","TE","Total employment","A","Annual","1972","1972","HOUR","Hours","0","Units",,,1904,,
"CAN","Canada","TE","Total employment","A","Annual","1973","1973","HOUR","Hours","0","Units",,,1898,,
"CAN","Canada","TE","Total employment","A","Annual","1974","1974","HOUR","Hours","0","Units",,,1891,,
"CAN","Canada","TE","Total employment","A","Annual","1975","1975","HOUR","Hours","0","Units",,,1872,,
"CAN","Canada","TE","Total employment","A","Annual","1976","1976","HOUR","Hours","0","Units",,,1862,,
"CAN","Canada","TE","Total employment","A","Annual","1977","1977","HOUR","Hours","0","Units",,,1834,,
"CAN","Canada","TE","Total employment","A","Annual","1978","1978","HOUR","Hours","0","Units",,,1836,,
"CAN","Canada","TE","Total employment","A","Annual","1979","1979","HOUR","Hours","0","Units",,,1841,,
"CAN","Canada","TE","Total employment","A","Annual","1980","1980","HOUR","Hours","0","Units",,,1827,,
"CAN","Canada","TE","Total employment","A","Annual","1981","1981","HOUR","Hours","0","Units",,,1812,,
"CAN","Canada","TE","Total employment","A","Annual","1982","1982","HOUR","Hours","0","Units",,,1789,,
"CAN","Canada","TE","Total employment","A","Annual","1983","1983","HOUR","Hours","0","Units",,,1779,,
"CAN","Canada","TE","Total employment","A","Annual","1984","1984","HOUR","Hours","0","Units",,,1789,,
"CAN","Canada","TE","Total employment","A","Annual","1985","1985","HOUR","Hours","0","Units",,,1795,,
"CAN","Canada","TE","Total employment","A","Annual","1986","1986","HOUR","Hours","0","Units",,,1797,,
"CAN","Canada","TE","Total employment","A","Annual","1987","1987","HOUR","Hours","0","Units",,,1807,,
"CAN","Canada","TE","Total employment","A","Annual","1988","1988","HOUR","Hours","0","Units",,,1808,,
"CAN","Canada","TE","Total employment","A","Annual","1989","1989","HOUR","Hours","0","Units",,,1802,,
"CAN","Canada","TE","Total employment","A","Annual","1990","1990","HOUR","Hours","0","Units",,,1797,,
"CAN","Canada","TE","Total employment","A","Annual","1991","1991","HOUR","Hours","0","Units",,,1775,,
"CAN","Canada","TE","Total employment","A","Annual","1992","1992","HOUR","Hours","0","Units",,,1772,,
"CAN","Canada","TE","Total employment","A","Annual","1993","1993","HOUR","Hours","0","Units",,,1769,,
